name,address,website,business group,matched business type,Skill IDs,Skill Names,Skill Source
Sasha pet salon,"625 S Berendo St Unit #7, Los Angeles, CA 90005, United States",,Food And Beverage Establishments,Pet grooming,,,none
Pampered Tails West LA Mobile,"3101 Overland Ave D, Los Angeles, CA 90034, United States",http://www.pamperedtails.com/,Food And Beverage Establishments,Pet grooming,,,none
Tailwashers,"1927 N Bronson Ave, Los Angeles, CA 90068, United States",,Food And Beverage Establishments,Pet grooming,,,none
Woof Gang Bakery Boulder,"1674 30th St, Boulder, CO 80301, United States",https://woofgangbakeryboulder.com/,Food And Beverage Establishments,Pet grooming,,,none
The Little Groomer,"1130 Pine St STE 4, Louisville, CO 80027, United States",http://www.thelittlegroomer.com/,Food And Beverage Establishments,Pet grooming,,,none
Scenthound South Boulder,"4800 Baseline Rd C-105, Boulder, CO 80303, United States",https://www.scenthound.com/south-boulder,Food And Beverage Establishments,Pet grooming,,,none
Bowhaus - Boulder,"6560 Odell Pl, Boulder, CO 80301, United States",https://www.bowhausco.com/locations/boulder?y_source=1_MTE2NjkwNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Pet grooming,,,none
BlackPaw,"459 McCaslin Blvd #4, Louisville, CO 80027, United States",https://blackpaw.com/,Food And Beverage Establishments,Pet grooming,,,none
Furever Pampered Dog grooming,"555 Alter St #3, Broomfield, CO 80020, United States",http://fureverpampered.godaddysites.com/,Food And Beverage Establishments,Pet grooming,,,none
Collar Cuts Mobile Pet Grooming,"2797 Industrial Ln, Broomfield, CO 80020, United States",https://collarcuts.com/,Food And Beverage Establishments,Pet grooming,,,none
Petco Grooming,"2480 Arapahoe Ave, Boulder, CO 80302, United States",https://stores.petco.com/co/boulder/full-service-grooming-boulder-co-1419.html,Food And Beverage Establishments,Pet grooming,,,none
The Dirty Dog Grooming,"1019 Depot Hill Rd Unit B2, Broomfield, CO 80020, United States",http://dirtydoggrooming.com/,Food And Beverage Establishments,Pet grooming,,,none
PetSmart Grooming,"1850 30th St, Boulder, CO 80301, United States",https://stores.petsmart.com/co/boulder/boulder/grooming?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,Food And Beverage Establishments,Pet grooming,,,none
Bowhaus - Erie,"415 Jones Ct, Erie, CO 80516, United States",https://www.bowhausco.com/locations/erie?y_source=1_MTE2NjkwNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Brewery,,,none
"People's Pups Grooming, LLC","14697 Delaware St Unit 1300, Westminster, CO 80023, United States",https://peoplespupsgrooming.com/,Food And Beverage Establishments,Pet grooming,,,none
Petco,"2480 Arapahoe Ave, Boulder, CO 80302, United States",https://stores.petco.com/co/boulder/pet-supplies-boulder-co-1419.html,Food And Beverage Establishments,Pet training,,,none
Only Natural Pet Boulder Flagship Store,"2100 28th St #1C, Boulder, CO 80301, United States",https://www.onlynaturalpet.com/pages/boulder,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
The Divine Canine,"2103 CO-42, Louisville, CO 80027, United States",https://www.divinecanine.com/?utm_source=gmb&utm_medium=Yext&cp=3039973934&y_source=1_MTU3OTA0MzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Pet training,,,none
City Bark Broomfield,"8850 W 116th Cir, Broomfield, CO 80021, United States",https://www.citybark.com/?utm_source=gmb&utm_medium=organic&y_source=1_MTU2MjI5OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Pet grooming,,,none
Country Barn Dog Grooming,"1204 Co Rd 7, Erie, CO 80516, United States",https://www.countrybarndogkennelllc.com/,Food And Beverage Establishments,Pet grooming,,,none
Dogtopia of Lafayette,"300 W South Boulder Rd, Lafayette, CO 80026, United States",https://www.dogtopia.com/lafayette/,Food And Beverage Establishments,Pet grooming,,,none
The Gentle Groomer Too,"8250 W 80th Ave # 10, Arvada, CO 80005, United States",http://www.gentlegroomers.com/,Food And Beverage Establishments,Pet grooming,,,none
Pampered Paws,"1900 E Colfax Ave, Denver, CO 80206, United States",http://pamperedpawspa.com/,Food And Beverage Establishments,Pet grooming,,,none
Lakewood Pet Grooming (formerly Furtastic),"14799 W 6th Ave, Golden, CO 80401, United States",https://furtasticpet.com/,Food And Beverage Establishments,Pet grooming,,,none
Church Ranch Veterinary Center,"8308 Church Ranch Blvd, Westminster, CO 80021, United States",https://veterinarianwestminsterco.com/?utm_source=gmb&utm_medium=Yext&cp=3037325819&y_source=1_MTYxMTMwMjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Pet training,,,none
Muddy Paws Bath House,"4332 N Harlan St, Wheat Ridge, CO 80033, United States",http://muddypawsbathhouse.com/,Food And Beverage Establishments,Pet grooming,,,none
City Bark Thornton,"111 E 128th Ave, Thornton, CO 80241, United States",https://www.citybark.com/?utm_source=gmb&utm_medium=organic&y_source=1_MTUxNTIyODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Food And Beverage Establishments,Pet grooming,,,none
Elizabeth’s grooming,"7560 Grant Pl, Arvada, CO 80002, United States",,Food And Beverage Establishments,Pet grooming,,,none
Woof Gang Bakery & Grooming Candelas,"15207 Candelas Pkwy Suite 100, Arvada, CO 80007, United States",http://woofgangbakery.com/candelasco,Food And Beverage Establishments,Pet grooming,,,none
Breezy Paw Mobile Grooming,"8084 Calvin Ave, Northridge, CA 91324, United States",http://breezypawgrooming.com/,Food And Beverage Establishments,Pet grooming,,,none
Lovely Nose Pet Grooming,"4209 W Washington Blvd, Los Angeles, CA 90016, United States",https://lovelynosegrooming.top/,Food And Beverage Establishments,Pet grooming,,,none
Best Paws Grooming,"5959 San Pedro St, Los Angeles, CA 90003, United States",,Food And Beverage Establishments,Pet grooming,,,none
Dirty Paws,"4501 E Carson St Suite 102, Long Beach, CA 90808, United States",https://www.dirtypawslb.com/,Food And Beverage Establishments,Pet grooming,,,none
Wags 2 Whiskers LLC,"3729 S Robertson Blvd, Culver City, CA 90232, United States",https://w2w.pet/,Food And Beverage Establishments,Pet grooming,,,none
Alex The Happy Dog,"5011 San Vicente Blvd, Los Angeles, CA 90019, United States",,Food And Beverage Establishments,Pet grooming,,,none
Pour La Pooch,"7617 Beverly Blvd, Los Angeles, CA 90036, United States",http://pourlapooch.com/,Food And Beverage Establishments,Pet grooming,,,none
Balanced Dog Grooming,"1323 Venice Blvd., Venice, CA 90291, United States",http://www.balanceddg.com/,Food And Beverage Establishments,Pet grooming,,,none
Moon Shine Grooming & Pet Wash,"4473 Santa Monica Blvd, Los Angeles, CA 90029, United States",https://www.theurbanpet.net/self-wash-pods-and-full-service-grooming-at-moonshine-grooming/,Food And Beverage Establishments,Pet grooming,,,none
MFD Grooming & Wellness,"741 N Stanley Ave, Los Angeles, CA 90046, United States",https://www.mfdgroomingandwellness.com/,Food And Beverage Establishments,Pet grooming,,,none
Paws & Effect Pet Spa,"3030 Pico Blvd, Santa Monica, CA 90405, United States",http://www.paws-effect.com/,Food And Beverage Establishments,Pet training,,,none
Bubbles Dog Grooming,"4511 Beverly Blvd, Los Angeles, CA 90004, United States",,Food And Beverage Establishments,Pet grooming,,,none
Ortega's Pet Mobile Grooming,"1814 S Longwood Ave, Los Angeles, CA 90019, United States",,Food And Beverage Establishments,Pet grooming,,,none
South Park Doggie - Doggieland (LA),"147 W 24th St, Los Angeles, CA 90007, United States",https://www.southparkdoggieland.com/,Food And Beverage Establishments,Pet training,,,none
Groom R Paws,"2722 N Broadway, Los Angeles, CA 90031, United States",http://www.groomrpaws.com/,Food And Beverage Establishments,Pet grooming,,,none
21Pooch Dog & Cat grooming salon,"1061 S Broadway, Los Angeles, CA 90015, United States",https://www.21pooch.com/,Food And Beverage Establishments,Pet grooming,,,none
Calis Pet Grooming,"7708 S Broadway, Los Angeles, CA 90003, United States",,Food And Beverage Establishments,Pet grooming,,,none
Pet Purrspective,"5834 Santa Monica Blvd, Los Angeles, CA 90038, United States",http://www.petpurrspective.com/,Food And Beverage Establishments,Pet training,,,none
THE PET WASH,"100 W Imperial Ave UNIT G, El Segundo, CA 90245, United States",https://thepetwash.com/,Food And Beverage Establishments,Pet grooming,,,none
"Bobos Pet Grooming, DayCare & Boutique","2553 W Olympic Blvd, Los Angeles, CA 90006, United States",,Food And Beverage Establishments,Pet grooming,,,none
Wag n' Swag,"608 N Hoover St, Los Angeles, CA 90004, United States",https://www.wagnswaggrooming.com/?fbclid=PAZXh0bgNhZW0CMTEAAabu939-UBsVpaou6rcwkhQaLUHCUsgTF3-N21m3oqC30J7StqlmBRSQ58M_aem_U2ilWEBXSr-zbMCRNfceDA,Food And Beverage Establishments,Pet grooming,,,none
Collar & Comb | Hancock Park,"343 N La Brea Ave, Los Angeles, CA 90036, United States",https://collarandcomb.dog/,Food And Beverage Establishments,Pet grooming,,,none
Top Grooming,"17901 S Vermont Ave # C, Gardena, CA 90248, United States",,Food And Beverage Establishments,Pet grooming,,,none
Top Dog Grooming,"9349 Melvin Ave # 7, Northridge, CA 91324, United States",https://www.topdognorthridge.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7736868846436095003,Food And Beverage Establishments,Pet grooming,,,none
Collar & Comb,"7813 W Sunset Blvd, Los Angeles, CA 90046, United States",https://collarandcomb.dog/,Food And Beverage Establishments,Pet grooming,,,none
Tontavanh Restaurant,,,Food And Beverage Establishments,Restaurant non quick service,,,none
